,client_id,f_segment_degrease_prob,f_segment_from,f_segment_to,m_segment_degrease_prob,m_segment_from,m_segment_to,r_segment_degrease_prob,r_segment_from,r_segment_to
342,11610_id,,,,0.007953318050452044,3.0,4.0,,,
343,16531_id,,,,0.0477725760690343,3.0,4.0,,,
348,15642_id,,,,0.03588145484205067,3.0,4.0,,,
349,16437_id,,,,0.04237252248460365,3.0,4.0,,,
350,17065_id,,,,0.04864443556525609,3.0,4.0,,,
351,15840_id,,,,0.027507998017937414,3.0,4.0,,,
353,14478_id,,,,0.01865447604440183,3.0,4.0,,,
355,16364_id,,,,0.04472146860494034,3.0,4.0,,,
359,17895_id,,,,0.04649674955005881,3.0,4.0,,,
361,14707_id,,,,0.031859148790408874,3.0,4.0,,,
362,16502_id,,,,0.049210976829260226,3.0,4.0,,,
363,17054_id,,,,0.04237252248460365,3.0,4.0,,,
370,15248_id,,,,0.03588145484205067,3.0,4.0,,,
372,16085_id,,,,0.01458276725984447,3.0,4.0,,,
373,15700_id,,,,0.01865447604440183,3.0,4.0,,,
376,14959_id,,,,0.01458276725984447,3.0,4.0,,,
378,15941_id,,,,0.027507998017937414,3.0,4.0,,,
379,15051_id,,,,0.03588145484205067,3.0,4.0,,,
380,16543_id,,,,0.04864443556525609,3.0,4.0,,,
381,15307_id,,,,0.031859148790408874,3.0,4.0,,,
382,13868_id,,,,0.007953318050452044,3.0,4.0,,,
383,17239_id,,,,0.04864443556525609,3.0,4.0,,,
385,14186_id,,,,0.005531580384766793,3.0,4.0,,,
386,13817_id,,,,0.005531580384766793,3.0,4.0,,,
388,17858_id,,,,0.04864443556525609,3.0,4.0,,,
390,15443_id,,,,0.01098171542970048,3.0,4.0,,,
391,14759_id,,,,0.03941716755623023,3.0,4.0,,,
392,15869_id,,,,0.01865447604440183,3.0,4.0,,,
393,15485_id,,,,0.03941716755623023,3.0,4.0,,,
394,12547_id,,,,0.007953318050452044,3.0,4.0,,,
396,14256_id,,,,0.01865447604440183,3.0,4.0,,,
397,16659_id,,,,0.04864443556525609,3.0,4.0,,,
399,14570_id,,,,0.01098171542970048,3.0,4.0,,,
400,16139_id,,,,0.027507998017937414,3.0,4.0,,,
402,17238_id,,,,0.049210976829260226,3.0,4.0,,,
405,15926_id,,,,0.01458276725984447,3.0,4.0,,,
407,15392_id,,,,0.031859148790408874,3.0,4.0,,,
408,15310_id,,,,0.031859148790408874,3.0,4.0,,,
409,16936_id,,,,0.04472146860494034,3.0,4.0,,,
410,17290_id,,,,0.04237252248460365,3.0,4.0,,,
411,16348_id,,,,0.04864443556525609,3.0,4.0,,,
412,16674_id,,,,0.04237252248460365,3.0,4.0,,,
413,12390_id,,,,0.007953318050452044,3.0,4.0,,,
414,15846_id,,,,0.03941716755623023,3.0,4.0,,,
415,17596_id,,,,0.0477725760690343,3.0,4.0,,,
417,17299_id,,,,0.04472146860494034,3.0,4.0,,,
419,15468_id,,,,0.031859148790408874,3.0,4.0,,,
420,15352_id,,,,0.031859148790408874,3.0,4.0,,,
421,15596_id,,,,0.03588145484205067,3.0,4.0,,,
422,17349_id,,,,0.049210976829260226,3.0,4.0,,,
423,15736_id,,,,0.01865447604440183,3.0,4.0,,,
424,15291_id,,,,0.031859148790408874,3.0,4.0,,,
425,14549_id,,,,0.01458276725984447,3.0,4.0,,,
429,14966_id,,,,0.01098171542970048,3.0,4.0,,,
432,15089_id,,,,0.01098171542970048,3.0,4.0,,,
433,15554_id,,,,0.031859148790408874,3.0,4.0,,,
435,13737_id,,,,0.007953318050452044,3.0,4.0,,,
436,13361_id,,,,0.005531580384766793,3.0,4.0,,,
438,11602_id,,,,0.005531580384766793,3.0,4.0,,,
441,15752_id,,,,0.02303226608828289,3.0,4.0,,,
442,13659_id,,,,0.007953318050452044,3.0,4.0,,,
443,17124_id,,,,0.049210976829260226,3.0,4.0,,,
445,14679_id,,,,0.03588145484205067,3.0,4.0,,,
446,13635_id,,,,0.005531580384766793,3.0,4.0,,,
450,17922_id,,,,0.04472146860494034,3.0,4.0,,,
451,15801_id,,,,0.01458276725984447,3.0,4.0,,,
453,16940_id,,,,0.04472146860494034,3.0,4.0,,,
454,12245_id,,,,0.005531580384766793,3.0,4.0,,,
457,14800_id,,,,0.03588145484205067,3.0,4.0,,,
458,16701_id,,,,0.04649674955005881,3.0,4.0,,,
459,12871_id,,,,0.007953318050452044,3.0,4.0,,,
462,16179_id,,,,0.03588145484205067,3.0,4.0,,,
466,16272_id,,,,0.04649674955005881,3.0,4.0,,,
467,15078_id,,,,0.01865447604440183,3.0,4.0,,,
469,14621_id,,,,0.03588145484205067,3.0,4.0,,,
470,13351_id,,,,0.005531580384766793,3.0,4.0,,,
471,14509_id,,,,0.02303226608828289,3.0,4.0,,,
472,13328_id,,,,0.007953318050452044,3.0,4.0,,,
474,16421_id,,,,0.0477725760690343,3.0,4.0,,,
476,15830_id,,,,0.02303226608828289,3.0,4.0,,,
478,14444_id,,,,0.01865447604440183,3.0,4.0,,,
479,16822_id,,,,0.04649674955005881,3.0,4.0,,,
480,13101_id,,,,0.005531580384766793,3.0,4.0,,,
481,13661_id,,,,0.005531580384766793,3.0,4.0,,,
482,16570_id,,,,0.04649674955005881,3.0,4.0,,,
483,15326_id,,,,0.031859148790408874,3.0,4.0,,,
484,15826_id,,,,0.01865447604440183,3.0,4.0,,,
487,13016_id,,,,0.005531580384766793,3.0,4.0,,,
488,14861_id,,,,0.031859148790408874,3.0,4.0,,,
489,16036_id,,,,0.031859148790408874,3.0,4.0,,,
491,17916_id,,,,0.04649674955005881,3.0,4.0,,,
492,16510_id,,,,0.04472146860494034,3.0,4.0,,,
493,14418_id,,,,0.01098171542970048,3.0,4.0,,,
494,17468_id,,,,0.0477725760690343,3.0,4.0,,,
496,13000_id,,,,0.007953318050452044,3.0,4.0,,,
498,15939_id,,,,0.027507998017937414,3.0,4.0,,,
500,15812_id,,,,0.02303226608828289,3.0,4.0,,,
505,16333_id,,,,0.0477725760690343,3.0,4.0,,,
506,17961_id,,,,0.04649674955005881,3.0,4.0,,,
507,14908_id,,,,0.03941716755623023,3.0,4.0,,,
508,16074_id,,,,0.01098171542970048,3.0,4.0,,,
510,15531_id,,,,0.01865447604440183,3.0,4.0,,,
512,16554_id,,,,0.04864443556525609,3.0,4.0,,,
514,11944_id,,,,0.007953318050452044,3.0,4.0,,,
515,12603_id,,,,0.005531580384766793,3.0,4.0,,,
516,15746_id,,,,0.03941716755623023,3.0,4.0,,,
518,12422_id,,,,0.005531580384766793,3.0,4.0,,,
519,14091_id,,,,0.007953318050452044,3.0,4.0,,,
521,14982_id,,,,0.01865447604440183,3.0,4.0,,,
522,14974_id,,,,0.02303226608828289,3.0,4.0,,,
524,15495_id,,,,0.02303226608828289,3.0,4.0,,,
526,17567_id,,,,0.0477725760690343,3.0,4.0,,,
527,12545_id,,,,0.007953318050452044,3.0,4.0,,,
528,15321_id,,,,0.03588145484205067,3.0,4.0,,,
529,13620_id,,,,0.005531580384766793,3.0,4.0,,,
531,13343_id,,,,0.005531580384766793,3.0,4.0,,,
532,14926_id,,,,0.01458276725984447,3.0,4.0,,,
533,14461_id,,,,0.01098171542970048,3.0,4.0,,,
534,12331_id,,,,0.005531580384766793,3.0,4.0,,,
535,12254_id,,,,0.005531580384766793,3.0,4.0,,,
536,14929_id,,,,0.031859148790408874,3.0,4.0,,,
537,12630_id,,,,0.007953318050452044,3.0,4.0,,,
538,15001_id,,,,0.02303226608828289,3.0,4.0,,,
542,15091_id,,,,0.031859148790408874,3.0,4.0,,,
543,13060_id,,,,0.005531580384766793,3.0,4.0,,,
544,17419_id,,,,0.04864443556525609,3.0,4.0,,,
548,15567_id,,,,0.031859148790408874,3.0,4.0,,,
549,16000_id,,,,0.01098171542970048,3.0,4.0,,,
550,17728_id,,,,0.0477725760690343,3.0,4.0,,,
551,14893_id,,,,0.01098171542970048,3.0,4.0,,,
553,14910_id,,,,0.01458276725984447,3.0,4.0,,,
554,12910_id,,,,0.005531580384766793,3.0,4.0,,,
555,14923_id,,,,0.02303226608828289,3.0,4.0,,,
556,17171_id,,,,0.04472146860494034,3.0,4.0,,,
557,13320_id,,,,0.005531580384766793,3.0,4.0,,,
559,16162_id,,,,0.02303226608828289,3.0,4.0,,,
561,12503_id,,,,0.005531580384766793,3.0,4.0,,,
562,12803_id,,,,0.005531580384766793,3.0,4.0,,,
563,15072_id,,,,0.027507998017937414,3.0,4.0,,,
564,14264_id,,,,0.01458276725984447,3.0,4.0,,,
565,17314_id,,,,0.04472146860494034,3.0,4.0,,,
566,14208_id,,,,0.03588145484205067,3.0,4.0,,,
568,16005_id,,,,0.03941716755623023,3.0,4.0,,,
570,15571_id,,,,0.027507998017937414,3.0,4.0,,,
571,12145_id,,,,0.007953318050452044,3.0,4.0,,,
572,17737_id,,,,0.0477725760690343,3.0,4.0,,,
574,15873_id,,,,0.03588145484205067,3.0,4.0,,,
575,14787_id,,,,0.027507998017937414,3.0,4.0,,,
578,15518_id,,,,0.02303226608828289,3.0,4.0,,,
579,15602_id,,,,0.027507998017937414,3.0,4.0,,,
581,17626_id,,,,0.04649674955005881,3.0,4.0,,,
582,14952_id,,,,0.031859148790408874,3.0,4.0,,,
583,13876_id,,,,0.005531580384766793,3.0,4.0,,,
585,12402_id,,,,0.005531580384766793,3.0,4.0,,,
586,15974_id,,,,0.03588145484205067,3.0,4.0,,,
587,15917_id,,,,0.01458276725984447,3.0,4.0,,,
588,14379_id,,,,0.01458276725984447,3.0,4.0,,,
589,14544_id,,,,0.01098171542970048,3.0,4.0,,,
590,13487_id,,,,0.005531580384766793,3.0,4.0,,,
595,15407_id,,,,0.01458276725984447,3.0,4.0,,,
596,12408_id,,,,0.007953318050452044,3.0,4.0,,,
599,17089_id,,,,0.04649674955005881,3.0,4.0,,,
600,15410_id,,,,0.031859148790408874,3.0,4.0,,,
601,15484_id,,,,0.03588145484205067,3.0,4.0,,,
602,13232_id,,,,0.007953318050452044,3.0,4.0,,,
603,15901_id,,,,0.01458276725984447,3.0,4.0,,,
605,16645_id,,,,0.049210976829260226,3.0,4.0,,,
606,15753_id,,,,0.01458276725984447,3.0,4.0,,,
607,15514_id,,,,0.02303226608828289,3.0,4.0,,,
608,12178_id,,,,0.005531580384766793,3.0,4.0,,,
609,12299_id,,,,0.007953318050452044,3.0,4.0,,,
610,15184_id,,,,0.027507998017937414,3.0,4.0,,,
611,11968_id,,,,0.005531580384766793,3.0,4.0,,,
612,11859_id,,,,0.007953318050452044,3.0,4.0,,,
613,13113_id,,,,0.005531580384766793,3.0,4.0,,,
616,12943_id,,,,0.007953318050452044,3.0,4.0,,,
617,16004_id,,,,0.02303226608828289,3.0,4.0,,,
618,14709_id,,,,0.01865447604440183,3.0,4.0,,,
619,15859_id,,,,0.031859148790408874,3.0,4.0,,,
621,14345_id,,,,0.02303226608828289,3.0,4.0,,,
622,16328_id,,,,0.04649674955005881,3.0,4.0,,,
623,17591_id,,,,0.04649674955005881,3.0,4.0,,,
625,15104_id,,,,0.01458276725984447,3.0,4.0,,,
626,17041_id,,,,0.0477725760690343,3.0,4.0,,,
628,12008_id,,,,0.005531580384766793,3.0,4.0,,,
630,16866_id,,,,0.04237252248460365,3.0,4.0,,,
632,15225_id,,,,0.01098171542970048,3.0,4.0,,,
635,13105_id,,,,0.005531580384766793,3.0,4.0,,,
636,14633_id,,,,0.02303226608828289,3.0,4.0,,,
638,15233_id,,,,0.03588145484205067,3.0,4.0,,,
639,17936_id,,,,0.04472146860494034,3.0,4.0,,,
640,16968_id,,,,0.049210976829260226,3.0,4.0,,,
641,14440_id,,,,0.01865447604440183,3.0,4.0,,,
642,15175_id,,,,0.027507998017937414,3.0,4.0,,,
643,14680_id,,,,0.03588145484205067,3.0,4.0,,,
645,14339_id,,,,0.01098171542970048,3.0,4.0,,,
646,15239_id,,,,0.01098171542970048,3.0,4.0,,,
647,15469_id,,,,0.027507998017937414,3.0,4.0,,,
649,15927_id,,,,0.02303226608828289,3.0,4.0,,,
650,15701_id,,,,0.03588145484205067,3.0,4.0,,,
652,11666_id,,,,0.007953318050452044,3.0,4.0,,,
653,17605_id,,,,0.04237252248460365,3.0,4.0,,,
654,14024_id,,,,0.007953318050452044,3.0,4.0,,,
656,17869_id,,,,0.049210976829260226,3.0,4.0,,,
657,11947_id,,,,0.007953318050452044,3.0,4.0,,,
658,14825_id,,,,0.01865447604440183,3.0,4.0,,,
659,13226_id,,,,0.005531580384766793,3.0,4.0,,,
660,12091_id,,,,0.005531580384766793,3.0,4.0,,,
661,15776_id,,,,0.027507998017937414,3.0,4.0,,,
662,17150_id,,,,0.049210976829260226,3.0,4.0,,,
663,13670_id,,,,0.007953318050452044,3.0,4.0,,,
665,13224_id,,,,0.005531580384766793,3.0,4.0,,,
666,14626_id,,,,0.01458276725984447,3.0,4.0,,,
668,13385_id,,,,0.005531580384766793,3.0,4.0,,,
669,14940_id,,,,0.02303226608828289,3.0,4.0,,,
670,15668_id,,,,0.01098171542970048,3.0,4.0,,,
671,14547_id,,,,0.031859148790408874,3.0,4.0,,,
672,16100_id,,,,0.03588145484205067,3.0,4.0,,,
673,11722_id,,,,0.005531580384766793,3.0,4.0,,,
674,11703_id,,,,0.005531580384766793,3.0,4.0,,,
675,13176_id,,,,0.007953318050452044,3.0,4.0,,,
676,14529_id,,,,0.03588145484205067,3.0,4.0,,,
678,12493_id,,,,0.005531580384766793,3.0,4.0,,,
680,14348_id,,,,0.01865447604440183,3.0,4.0,,,
681,14447_id,,,,0.031859148790408874,3.0,4.0,,,
682,15573_id,,,,0.03588145484205067,3.0,4.0,,,
684,16643_id,,,,0.0477725760690343,3.0,4.0,,,
685,15532_id,,,,0.027507998017937414,3.0,4.0,,,
686,15967_id,,,,0.02303226608828289,3.0,4.0,,,
687,15280_id,,,,0.03588145484205067,3.0,4.0,,,
689,15879_id,,,,0.03941716755623023,3.0,4.0,,,
690,13197_id,,,,0.007953318050452044,3.0,4.0,,,
691,12326_id,,,,0.007953318050452044,3.0,4.0,,,
692,15146_id,,,,0.03941716755623023,3.0,4.0,,,
696,17730_id,,,,0.04649674955005881,3.0,4.0,,,
697,15639_id,,,,0.03941716755623023,3.0,4.0,,,
698,15449_id,,,,0.03588145484205067,3.0,4.0,,,
703,17435_id,,,,0.04472146860494034,3.0,4.0,,,
705,15327_id,,,,0.03588145484205067,3.0,4.0,,,
706,12214_id,,,,0.007953318050452044,3.0,4.0,,,
708,14675_id,,,,0.01458276725984447,3.0,4.0,,,
710,12637_id,,,,0.007953318050452044,3.0,4.0,,,
711,15940_id,,,,0.031859148790408874,3.0,4.0,,,
713,17651_id,,,,0.04237252248460365,3.0,4.0,,,
714,15654_id,,,,0.027507998017937414,3.0,4.0,,,
717,15328_id,,,,0.031859148790408874,3.0,4.0,,,
718,14901_id,,,,0.031859148790408874,3.0,4.0,,,
719,15404_id,,,,0.02303226608828289,3.0,4.0,,,
722,14449_id,,,,0.027507998017937414,3.0,4.0,,,
723,16110_id,,,,0.027507998017937414,3.0,4.0,,,
